time,x,y,orientation
1248297567.533,0.6979726,1.8414097,-1.7597
1248297567.562,0.6978801,1.8411577,-1.7565
1248297567.587,0.6976026,1.8396291,-1.7403
1248297567.61,0.6974538,1.8390863,-1.7353
1248297567.636,0.6966041,1.8365238,-1.7161
1248297567.667,0.6964449,1.8358746,-1.7119
1248297567.689,0.6961963,1.8334428,-1.6975
1248297567.746,0.6958866,1.8308708,-1.6787
1248297567.784,0.696005,1.8284624,-1.6606
1248297567.808,0.6960538,1.8279573,-1.6567
1248297567.833,0.6957281,1.8258755,-1.6384
1248297567.856,0.6955063,1.825403,-1.6337
1248297567.891,0.6948987,1.8240051,-1.6176
1248297567.943,0.6944344,1.8222779,-1.5966
1248297567.956,0.6943017,1.8218041,-1.5917
1248297567.996,0.6940195,1.8194412,-1.5748
1248297568.035,0.6947679,1.8156874,-1.5578
1248297568.06,0.6948272,1.8148548,-1.5544
1248297568.089,0.6945277,1.8119765,-1.5414
1248297568.139,0.694505,1.810346,-1.5245
1248297568.196,0.694185,1.8085045,-1.5023
1248297568.245,0.6940041,1.8057811,-1.4848
1248297568.285,0.6940497,1.8034448,-1.4719
1248297568.338,0.6945886,1.8003536,-1.4622
1248297568.379,0.6950524,1.7967504,-1.4541
1248297568.424,0.6948649,1.7932259,-1.4382
1248297568.438,0.694996,1.7926305,-1.4357
1248297568.472,0.6956891,1.7903577,-1.4275
1248297568.491,0.695777,1.7897328,-1.4252
1248297568.522,0.695676,1.7871756,-1.4153
1248297568.548,0.6956724,1.7866087,-1.4136
1248297568.579,0.6963776,1.7844771,-1.4109
1248297568.582,0.6965998,1.7840663,-1.4107
1248297568.631,0.6967997,1.7822851,-1.407
1248297568.681,0.6960906,1.7798874,-1.4005
1248297568.73,0.6969785,1.7775746,-1.4011
1248297568.762,0.6975703,1.773551,-1.3903
1248297568.781,0.6976184,1.7726859,-1.3873
1248297568.81,0.6986178,1.7697012,-1.3793
1248297568.832,0.6991005,1.7691486,-1.3787
1248297568.862,0.7010755,1.7672175,-1.375
1248297568.889,0.7013566,1.7666539,-1.3731
1248297568.919,0.7012686,1.7636938,-1.3661
1248297568.925,0.7011353,1.7628742,-1.3652
1248297568.968,0.7012837,1.7599249,-1.3647
1248297568.971,0.7014895,1.7593558,-1.3645
1248297569.019,0.7020632,1.7574177,-1.3584
1248297569.073,0.7018328,1.7542179,-1.3468
1248297569.134,0.7033811,1.7510497,-1.3468
1248297569.154,0.7049433,1.7483503,-1.3464
1248297569.184,0.7050737,1.7475298,-1.3455
1248297569.208,0.7052204,1.7440551,-1.3412
1248297569.257,0.7065339,1.740942,-1.3401
1248297569.281,0.7068952,1.7404265,-1.3398
1248297569.309,0.7078315,1.7378925,-1.337
1248297569.361,0.707535,1.733392,-1.3343
1248297569.415,0.7086881,1.7306453,-1.3397
1248297569.419,0.709208,1.7302739,-1.3415
1248297569.465,0.7108274,1.7278558,-1.3461
1248297569.473,0.7109244,1.7269602,-1.346
1248297569.525,0.7104832,1.7229664,-1.3409
1248297569.562,0.7114162,1.719427,-1.3353
1248297569.613,0.7131714,1.7165935,-1.3353
1248297569.672,0.7132137,1.7118716,-1.3331
1248297569.71,0.7143839,1.7085041,-1.3334
1248297569.715,0.7148203,1.7080452,-1.3339
1248297569.774,0.7158888,1.7059324,-1.3349
1248297569.803,0.7162847,1.7021648,-1.3353
1248297569.835,0.7165126,1.701439,-1.3358
1248297569.848,0.717555,1.6994181,-1.3372
1248297569.864,0.7178837,1.6987772,-1.3375
1248297569.897,0.7184206,1.696089,-1.3372
1248297569.94,0.7186006,1.6931485,-1.3368
1248297569.946,0.7188381,1.692365,-1.3372
1248297569.983,0.7201076,1.6892109,-1.3394
1248297570.005,0.7203561,1.6884588,-1.3396
1248297570.033,0.7206867,1.6864613,-1.3385
1248297570.036,0.7206914,1.6858975,-1.3377
1248297570.084,0.7209554,1.6836483,-1.3339
1248297570.118,0.7218904,1.6805113,-1.3309
1248297570.124,0.7221513,1.679619,-1.3302
1248297570.168,0.7228769,1.6762485,-1.327
1248297570.217,0.7236271,1.6733529,-1.3279
1248297570.244,0.7238282,1.6728023,-1.329
1248297570.274,0.7247334,1.6702437,-1.3348
1248297570.303,0.7256706,1.667515,-1.3404
1248297570.321,0.7258713,1.6669614,-1.3411
1248297570.355,0.726464,1.6649423,-1.3409
1248297570.387,0.7265367,1.6643413,-1.3402
1248297570.423,0.7267909,1.6611418,-1.337
1248297570.451,0.7279175,1.6569361,-1.3334
1248297570.48,0.7281893,1.6561973,-1.3327
1248297570.488,0.7284366,1.6554858,-1.3321
1248297570.495,0.7288347,1.6541231,-1.3311
1248297570.519,0.7289725,1.6534643,-1.3308
1248297570.531,0.7292053,1.6514532,-1.3308
1248297570.548,0.7292998,1.6507393,-1.3309
1248297570.565,0.7295535,1.6492793,-1.3312
1248297570.582,0.7297303,1.648518,-1.3313
1248297570.598,0.7302218,1.6469595,-1.3312
1248297570.617,0.7307984,1.6454093,-1.3304
1248297570.643,0.731066,1.6446807,-1.3294
1248297570.655,0.7314955,1.6433207,-1.3254
1248297570.676,0.7316704,1.6421629,-1.3183
1248297570.708,0.7313808,1.6407834,-1.2963
1248297570.739,0.7313388,1.6405058,-1.2775
1248297570.769,0.7315377,1.6402042,-1.2601
1248297570.781,0.7316267,1.639637,-1.2491
1248297570.797,0.7316278,1.6391724,-1.244
1248297570.815,0.7315709,1.6379094,-1.2349
1248297570.831,0.7315683,1.6371466,-1.2309
1248297570.848,0.7317332,1.6354884,-1.2242
1248297570.865,0.7321829,1.6338882,-1.2184
1248297570.883,0.7324844,1.6331826,-1.2153
1248297570.909,0.7331808,1.6319737,-1.2087
1248297570.941,0.7343923,1.6299787,-1.1953
1248297570.95,0.7348004,1.6290786,-1.1896
1248297570.972,0.7349926,1.6286606,-1.1871
1248297570.981,0.7353988,1.6279004,-1.1821
1248297571.004,0.7355877,1.6275371,-1.1793
1248297571.014,0.7358564,1.6267471,-1.1721
1248297571.032,0.7359242,1.6262873,-1.1677
1248297571.048,0.7359662,1.6252716,-1.1578
1248297571.065,0.7360342,1.6242565,-1.1476
1248297571.081,0.7361507,1.6237858,-1.1428
1248297571.098,0.7365778,1.6229519,-1.1339
1248297571.116,0.7371307,1.6221896,-1.1257
1248297571.134,0.7374071,1.6217712,-1.1217
1248297571.159,0.7378423,1.620807,-1.1135
1248297571.191,0.7384998,1.6187379,-1.097
1248297571.2,0.7389993,1.6176557,-1.0911
1248297571.222,0.7393247,1.617121,-1.0884
1248297571.231,0.7400718,1.6160873,-1.0824
1248297571.253,0.7403921,1.6155823,-1.0788
1248297571.265,0.740868,1.6145775,-1.0698
1248297571.283,0.7410585,1.6140698,-1.0647
1248297571.299,0.741422,1.613079,-1.0545
1248297571.315,0.7418567,1.6122038,-1.0453
1248297571.332,0.7421149,1.6118311,-1.041
1248297571.35,0.7426287,1.6110653,-1.0328
1248297571.365,0.7430054,1.6101805,-1.0251
1248297571.384,0.7431254,1.6097082,-1.021
1248297571.41,0.7433836,1.6087115,-1.0134
1248297571.414,0.7435785,1.608205,-1.0101
1248297571.425,0.744157,1.6072655,-1.0043
1248297571.44,0.7445278,1.6068625,-1.0015
1248297571.45,0.7452859,1.6061198,-0.9952
1248297571.472,0.7456107,1.6057312,-0.9914
1248297571.482,0.7460776,1.6048674,-0.9827
1248297571.504,0.7462458,1.6044243,-0.9779
1248297571.515,0.7465591,1.6035598,-0.968
1248297571.533,0.7467329,1.6031543,-0.963
1248297571.549,0.7471169,1.602375,-0.9534
1248297571.566,0.747532,1.6015067,-0.9436
1248297571.583,0.7477175,1.6010367,-0.9387
1248297571.602,0.7480789,1.6000193,-0.9291
1248297571.616,0.7485925,1.5989265,-0.9197
1248297571.635,0.7489328,1.5983731,-0.9153
1248297571.66,0.749747,1.5973513,-0.9078
1248297571.669,0.7509936,1.5960783,-0.8991
1248297571.682,0.7513528,1.595666,-0.8962
1248297571.706,0.7516674,1.5952439,-0.8931
1248297571.737,0.7525219,1.5938981,-0.8825
1248297571.765,0.7538435,1.5918622,-0.866
1248297571.782,0.7541932,1.5913418,-0.8616
1248297571.798,0.7548654,1.5903151,-0.8524
1248297571.816,0.7554055,1.5893081,-0.8424
1248297571.833,0.7556744,1.5888316,-0.8372
1248297571.851,0.7563628,1.5880532,-0.8273
1248297571.878,0.7572186,1.5874935,-0.8189
1248297571.91,0.7589132,1.5865554,-0.8034
1248297571.919,0.7595252,1.5858736,-0.7951
1248297571.941,0.7601829,1.5849706,-0.7871
1248297571.951,0.7605762,1.5844567,-0.7833
1248297571.972,0.761012,1.5839208,-0.7797
1248297571.982,0.7619169,1.5827822,-0.7733
1248297571.999,0.7623822,1.5821969,-0.7705
1248297572.002,0.762845,1.5816192,-0.7676
1248297572.015,0.7632837,1.5810631,-0.7646
1248297572.033,0.7640701,1.5800787,-0.7585
1248297572.05,0.7644363,1.5796414,-0.7557
1248297572.067,0.7651668,1.5788891,-0.7511
1248297572.069,0.7655496,1.5785926,-0.7494
1248297572.083,0.7659576,1.5783411,-0.7479
1248297572.101,0.7663914,1.5781104,-0.7466
1248297572.128,0.7672949,1.5776101,-0.7437
1248297572.13,0.7677269,1.5773003,-0.7418
1248297572.135,0.7681349,1.5769428,-0.7393
1248297572.159,0.7689069,1.5761248,-0.7336
1248297572.165,0.7693038,1.5756784,-0.7309
1248297572.169,0.7697234,1.575226,-0.7285
1248297572.191,0.7701758,1.5747835,-0.7265
1248297572.2,0.7712008,1.5739513,-0.7235
1248297572.222,0.7717694,1.5735505,-0.7221
1248297572.233,0.7729154,1.5727345,-0.7189
1248297572.25,0.7734402,1.5722948,-0.7167
1248297572.266,0.7743328,1.5713351,-0.7107
1248297572.284,0.7750444,1.5703415,-0.7028
1248297572.3,0.7753719,1.5698608,-0.6986
1248297572.317,0.776066,1.5689864,-0.6908
1248297572.334,0.7769016,1.5682939,-0.6843
1248297572.353,0.7773691,1.568004,-0.6815
1248297572.378,0.7783374,1.5673433,-0.6756
1248297572.41,0.7799533,1.5652807,-0.6601
1248297572.419,0.7807538,1.564145,-0.6518
1248297572.441,0.7812185,1.5636641,-0.6481
1248297572.451,0.7822437,1.5629405,-0.642
1248297572.472,0.7827704,1.5626427,-0.6394
1248297572.481,0.783305,1.5623543,-0.6371
1248297572.5,0.7843622,1.5617217,-0.6329
1248297572.504,0.7848667,1.5613615,-0.6309
1248297572.517,0.7853473,1.5609813,-0.629
1248297572.534,0.7862538,1.5601991,-0.6255
1248297572.551,0.7867078,1.5598107,-0.624
1248297572.556,0.7871738,1.559462,-0.6227
1248297572.568,0.7876523,1.5591579,-0.6215
1248297572.576,0.7881494,1.5588944,-0.6203
1248297572.596,0.7886834,1.558659,-0.619
1248297572.604,0.7898721,1.5582008,-0.6164
1248297572.628,0.7904828,1.5579378,-0.615
1248297572.638,0.7922871,1.5568293,-0.6097
1248297572.659,0.7928751,1.5563611,-0.6076
1248297572.668,0.7939601,1.555378,-0.6028
1248297572.691,0.7944758,1.5549015,-0.6001
1248297572.7,0.7955078,1.5540311,-0.5945
1248297572.723,0.7960142,1.5536282,-0.5914
1248297572.734,0.7970486,1.552879,-0.5847
1248297572.751,0.7975578,1.5525047,-0.5811
1248297572.767,0.7985443,1.5517287,-0.5741
